,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
226,79.0,9.0,67.0,77.0,78.0,73.0,80.0,82.0,67.0,70.0,68.0,76.0,80.0,79.0,70.0,57.0,62.0,65.0,72.0,81.0,78.0,74.0,60.0,71.0,73.0,81.0,84.0,64.0,79.0,1.0,74.0,74.0,78.0,64.0,69.0,69.0,74.0,60.0,72.0,79.0,57.0
227,79.0,8.0,68.0,77.0,78.0,73.0,80.0,82.0,67.0,70.0,69.0,77.0,80.0,79.0,71.0,58.0,62.0,66.0,72.0,82.0,79.0,75.0,60.0,72.0,73.0,81.0,84.0,64.0,79.0,1.0,75.0,75.0,79.0,64.0,70.0,69.0,75.0,61.0,72.0,80.0,57.0
228,81.0,6.0,70.0,80.0,80.0,75.0,82.0,84.0,69.0,73.0,71.0,79.0,83.0,81.0,73.0,60.0,65.0,68.0,74.0,84.0,81.0,77.0,62.0,74.0,75.0,83.0,86.0,66.0,81.0,2.0,77.0,77.0,81.0,67.0,72.0,71.0,77.0,63.0,74.0,82.0,60.0
229,82.0,6.0,70.0,80.0,81.0,76.0,83.0,85.0,70.0,73.0,71.0,79.0,83.0,82.0,73.0,60.0,65.0,68.0,75.0,84.0,81.0,77.0,63.0,74.0,76.0,84.0,87.0,67.0,82.0,2.0,77.0,77.0,81.0,67.0,72.0,72.0,77.0,63.0,75.0,82.0,60.0
230,84.0,5.0,73.0,82.0,83.0,78.0,85.0,87.0,72.0,75.0,73.0,81.0,85.0,84.0,76.0,63.0,67.0,71.0,77.0,86.0,84.0,80.0,65.0,77.0,78.0,86.0,89.0,69.0,84.0,4.0,80.0,80.0,83.0,69.0,75.0,74.0,80.0,65.0,77.0,85.0,62.0
231,84.0,5.0,73.0,83.0,83.0,78.0,85.0,87.0,72.0,76.0,74.0,82.0,86.0,84.0,76.0,63.0,68.0,71.0,77.0,87.0,84.0,80.0,65.0,77.0,78.0,86.0,89.0,69.0,84.0,4.0,80.0,80.0,84.0,69.0,75.0,74.0,80.0,66.0,77.0,85.0,63.0
232,85.0,6.0,74.0,83.0,84.0,79.0,86.0,88.0,73.0,76.0,74.0,82.0,86.0,85.0,77.0,64.0,68.0,72.0,78.0,87.0,85.0,81.0,66.0,78.0,79.0,87.0,90.0,70.0,85.0,5.0,81.0,81.0,84.0,70.0,76.0,75.0,81.0,66.0,78.0,86.0,63.0
233,86.0,7.0,75.0,84.0,85.0,80.0,87.0,89.0,74.0,77.0,75.0,83.0,87.0,86.0,77.0,64.0,69.0,72.0,79.0,88.0,85.0,81.0,67.0,78.0,80.0,88.0,91.0,71.0,86.0,6.0,81.0,81.0,85.0,71.0,76.0,76.0,81.0,67.0,79.0,86.0,64.0
234,86.0,7.0,75.0,84.0,85.0,80.0,87.0,89.0,74.0,77.0,75.0,83.0,87.0,86.0,77.0,64.0,69.0,72.0,79.0,88.0,85.0,81.0,67.0,78.0,80.0,88.0,91.0,71.0,86.0,6.0,81.0,81.0,85.0,71.0,76.0,76.0,81.0,67.0,79.0,86.0,64.0
235,87.0,8.0,76.0,86.0,87.0,82.0,88.0,90.0,75.0,79.0,77.0,85.0,89.0,87.0,79.0,66.0,71.0,74.0,81.0,90.0,87.0,83.0,68.0,80.0,81.0,90.0,92.0,73.0,87.0,8.0,83.0,83.0,87.0,73.0,78.0,77.0,83.0,69.0,80.0,88.0,66.0
236,14.0,89.0,36.0,9.0,14.0,32.0,40.0,57.0,63.0,15.0,21.0,29.0,36.0,54.0,56.0,28.0,20.0,21.0,29.0,39.0,45.0,53.0,35.0,36.0,30.0,38.0,58.0,33.0,36.0,81.0,49.0,27.0,36.0,17.0,27.0,13.0,6.0,22.0,32.0,39.0,29.0
237,14.0,89.0,36.0,9.0,14.0,32.0,40.0,57.0,63.0,15.0,21.0,29.0,36.0,54.0,56.0,28.0,20.0,21.0,29.0,39.0,45.0,53.0,35.0,36.0,30.0,38.0,58.0,33.0,36.0,81.0,49.0,27.0,36.0,17.0,27.0,13.0,6.0,22.0,32.0,39.0,29.0
238,3.0,87.0,34.0,4.0,12.0,30.0,38.0,55.0,61.0,13.0,19.0,27.0,34.0,52.0,54.0,27.0,18.0,20.0,28.0,37.0,44.0,51.0,33.0,34.0,29.0,37.0,56.0,32.0,35.0,80.0,48.0,26.0,34.0,15.0,25.0,11.0,5.0,20.0,30.0,38.0,28.0
239,4.0,86.0,33.0,3.0,11.0,29.0,37.0,54.0,60.0,12.0,18.0,26.0,33.0,51.0,53.0,26.0,17.0,18.0,27.0,36.0,42.0,50.0,32.0,33.0,27.0,36.0,55.0,30.0,33.0,79.0,46.0,25.0,33.0,14.0,24.0,10.0,4.0,19.0,29.0,36.0,26.0
240,8.0,84.0,30.0,4.0,9.0,27.0,34.0,51.0,58.0,10.0,15.0,24.0,30.0,48.0,50.0,23.0,15.0,16.0,24.0,33.0,40.0,47.0,30.0,30.0,25.0,33.0,52.0,28.0,31.0,76.0,44.0,22.0,30.0,11.0,22.0,7.0,1.0,16.0,26.0,34.0,24.0
241,8.0,84.0,31.0,3.0,9.0,27.0,35.0,51.0,58.0,10.0,15.0,24.0,31.0,49.0,50.0,23.0,15.0,16.0,24.0,34.0,40.0,48.0,30.0,31.0,25.0,33.0,52.0,28.0,31.0,76.0,44.0,22.0,31.0,12.0,22.0,8.0,1.0,17.0,27.0,34.0,24.0
242,11.0,80.0,26.0,6.0,7.0,23.0,30.0,47.0,54.0,6.0,11.0,20.0,26.0,44.0,46.0,19.0,11.0,12.0,20.0,29.0,36.0,43.0,26.0,26.0,21.0,29.0,48.0,24.0,27.0,72.0,40.0,18.0,26.0,7.0,18.0,3.0,3.0,12.0,22.0,30.0,20.0
243,10.0,79.0,26.0,7.0,8.0,22.0,29.0,46.0,53.0,5.0,10.0,19.0,26.0,43.0,45.0,18.0,10.0,11.0,19.0,29.0,35.0,43.0,25.0,26.0,20.0,28.0,47.0,23.0,26.0,71.0,39.0,17.0,26.0,7.0,17.0,2.0,4.0,12.0,21.0,29.0,19.0
244,10.0,78.0,25.0,9.0,9.0,21.0,29.0,46.0,52.0,4.0,10.0,18.0,25.0,43.0,45.0,18.0,9.0,10.0,19.0,28.0,34.0,42.0,24.0,25.0,19.0,27.0,47.0,22.0,25.0,71.0,38.0,17.0,25.0,6.0,16.0,2.0,6.0,11.0,21.0,28.0,18.0
245,11.0,77.0,23.0,9.0,10.0,20.0,27.0,44.0,51.0,3.0,9.0,17.0,23.0,41.0,43.0,16.0,8.0,9.0,17.0,26.0,33.0,40.0,23.0,23.0,18.0,26.0,45.0,21.0,24.0,69.0,37.0,15.0,23.0,4.0,15.0,2.0,6.0,10.0,19.0,27.0,17.0
246,11.0,76.0,23.0,10.0,11.0,19.0,27.0,43.0,50.0,3.0,8.0,16.0,23.0,40.0,42.0,15.0,7.0,8.0,16.0,26.0,32.0,40.0,22.0,23.0,17.0,25.0,44.0,20.0,23.0,68.0,36.0,14.0,23.0,4.0,14.0,3.0,7.0,9.0,19.0,26.0,16.0
247,12.0,75.0,22.0,10.0,11.0,18.0,26.0,43.0,49.0,4.0,7.0,16.0,22.0,40.0,42.0,15.0,6.0,8.0,16.0,25.0,32.0,39.0,22.0,22.0,17.0,25.0,44.0,20.0,23.0,68.0,36.0,14.0,22.0,3.0,13.0,3.0,8.0,8.0,18.0,26.0,16.0
248,14.0,74.0,21.0,12.0,13.0,17.0,24.0,41.0,48.0,5.0,6.0,14.0,21.0,38.0,40.0,13.0,5.0,6.0,14.0,24.0,30.0,38.0,20.0,21.0,15.0,23.0,42.0,18.0,21.0,66.0,34.0,12.0,21.0,2.0,12.0,5.0,9.0,7.0,16.0,24.0,14.0
249,14.0,73.0,20.0,13.0,13.0,16.0,24.0,41.0,47.0,6.0,5.0,13.0,20.0,38.0,40.0,13.0,4.0,6.0,14.0,23.0,29.0,37.0,19.0,20.0,14.0,23.0,42.0,17.0,20.0,66.0,33.0,12.0,20.0,1.0,11.0,5.0,10.0,6.0,16.0,24.0,13.0
250,16.0,72.0,20.0,14.0,15.0,16.0,24.0,41.0,47.0,7.0,5.0,13.0,20.0,38.0,40.0,11.0,3.0,6.0,14.0,23.0,30.0,37.0,18.0,18.0,15.0,23.0,42.0,16.0,20.0,64.0,34.0,12.0,20.0,1.0,11.0,6.0,11.0,5.0,16.0,24.0,12.0
251,16.0,72.0,21.0,15.0,16.0,17.0,25.0,42.0,48.0,8.0,6.0,14.0,21.0,39.0,40.0,12.0,3.0,6.0,14.0,24.0,30.0,38.0,19.0,19.0,15.0,23.0,43.0,17.0,21.0,65.0,34.0,12.0,21.0,2.0,12.0,6.0,12.0,5.0,17.0,24.0,13.0
252,17.0,73.0,22.0,16.0,16.0,18.0,25.0,42.0,49.0,9.0,7.0,15.0,22.0,39.0,41.0,13.0,4.0,7.0,15.0,25.0,31.0,39.0,20.0,20.0,16.0,24.0,43.0,18.0,22.0,66.0,35.0,13.0,22.0,3.0,13.0,7.0,13.0,6.0,17.0,25.0,14.0
253,21.0,70.0,21.0,19.0,20.0,17.0,25.0,38.0,45.0,12.0,8.0,14.0,19.0,35.0,37.0,10.0,5.0,4.0,11.0,20.0,27.0,34.0,17.0,17.0,12.0,20.0,39.0,15.0,18.0,63.0,31.0,13.0,17.0,6.0,9.0,11.0,16.0,2.0,17.0,25.0,11.0
254,21.0,71.0,21.0,19.0,20.0,18.0,25.0,37.0,44.0,12.0,9.0,15.0,19.0,34.0,36.0,11.0,6.0,4.0,10.0,20.0,26.0,34.0,17.0,18.0,11.0,19.0,38.0,15.0,17.0,64.0,30.0,13.0,17.0,6.0,8.0,11.0,17.0,3.0,17.0,25.0,12.0
255,22.0,71.0,22.0,20.0,21.0,18.0,26.0,37.0,43.0,13.0,9.0,15.0,18.0,34.0,36.0,11.0,6.0,5.0,10.0,19.0,26.0,33.0,17.0,18.0,10.0,19.0,38.0,15.0,16.0,64.0,30.0,14.0,16.0,7.0,7.0,12.0,17.0,2.0,18.0,26.0,11.0
256,25.0,73.0,24.0,23.0,24.0,21.0,28.0,36.0,43.0,16.0,12.0,18.0,17.0,33.0,35.0,13.0,8.0,7.0,9.0,18.0,25.0,32.0,19.0,20.0,10.0,18.0,37.0,18.0,16.0,66.0,29.0,16.0,15.0,10.0,7.0,15.0,20.0,5.0,20.0,28.0,14.0
257,24.0,73.0,25.0,22.0,23.0,21.0,29.0,36.0,43.0,15.0,12.0,18.0,18.0,33.0,35.0,12.0,7.0,7.0,9.0,19.0,25.0,33.0,19.0,19.0,10.0,18.0,37.0,17.0,16.0,65.0,29.0,16.0,16.0,9.0,7.0,14.0,20.0,4.0,21.0,28.0,13.0
258,24.0,73.0,24.0,23.0,24.0,21.0,28.0,36.0,43.0,16.0,12.0,18.0,17.0,33.0,35.0,12.0,8.0,7.0,9.0,18.0,25.0,32.0,19.0,20.0,10.0,18.0,37.0,17.0,16.0,65.0,29.0,16.0,15.0,10.0,7.0,14.0,20.0,4.0,20.0,28.0,13.0
259,77.0,23.0,65.0,76.0,77.0,70.0,77.0,79.0,64.0,69.0,67.0,75.0,79.0,76.0,68.0,56.0,61.0,64.0,71.0,80.0,76.0,72.0,58.0,70.0,71.0,80.0,81.0,63.0,77.0,16.0,72.0,73.0,77.0,63.0,68.0,67.0,73.0,59.0,69.0,77.0,56.0
260,79.0,8.0,68.0,78.0,79.0,74.0,80.0,82.0,67.0,71.0,69.0,77.0,81.0,79.0,71.0,58.0,63.0,66.0,73.0,82.0,79.0,75.0,60.0,72.0,73.0,82.0,84.0,65.0,79.0,0.0,75.0,75.0,79.0,65.0,70.0,69.0,75.0,61.0,72.0,80.0,58.0
261,80.0,7.0,69.0,79.0,79.0,74.0,81.0,83.0,68.0,72.0,70.0,78.0,82.0,80.0,72.0,59.0,64.0,67.0,74.0,83.0,80.0,76.0,61.0,73.0,74.0,83.0,85.0,66.0,80.0,1.0,76.0,76.0,80.0,66.0,71.0,70.0,76.0,62.0,73.0,81.0,59.0
262,81.0,6.0,70.0,79.0,80.0,75.0,82.0,84.0,69.0,72.0,70.0,78.0,82.0,81.0,73.0,60.0,64.0,68.0,74.0,83.0,81.0,77.0,62.0,74.0,75.0,83.0,86.0,66.0,81.0,1.0,77.0,77.0,80.0,66.0,72.0,71.0,77.0,62.0,74.0,82.0,59.0
263,82.0,5.0,71.0,81.0,82.0,77.0,84.0,85.0,71.0,74.0,72.0,80.0,84.0,82.0,74.0,61.0,66.0,69.0,76.0,85.0,82.0,78.0,63.0,75.0,77.0,85.0,87.0,68.0,83.0,3.0,78.0,78.0,82.0,68.0,73.0,73.0,78.0,64.0,76.0,83.0,61.0
264,83.0,4.0,72.0,82.0,82.0,77.0,84.0,86.0,71.0,75.0,73.0,81.0,85.0,83.0,75.0,62.0,67.0,70.0,76.0,86.0,83.0,79.0,64.0,76.0,77.0,85.0,88.0,68.0,83.0,4.0,79.0,79.0,83.0,68.0,74.0,73.0,79.0,65.0,76.0,84.0,62.0
265,84.0,5.0,73.0,82.0,83.0,78.0,85.0,87.0,72.0,75.0,73.0,81.0,85.0,84.0,76.0,63.0,67.0,71.0,77.0,87.0,84.0,80.0,65.0,77.0,78.0,86.0,89.0,69.0,84.0,4.0,80.0,80.0,83.0,69.0,75.0,74.0,80.0,65.0,77.0,85.0,62.0
266,85.0,5.0,73.0,83.0,84.0,79.0,86.0,88.0,73.0,76.0,74.0,82.0,86.0,85.0,76.0,63.0,68.0,71.0,78.0,87.0,84.0,80.0,66.0,77.0,79.0,87.0,90.0,70.0,85.0,5.0,80.0,80.0,84.0,70.0,75.0,75.0,80.0,66.0,78.0,85.0,63.0
267,86.0,7.0,75.0,84.0,85.0,80.0,87.0,89.0,74.0,77.0,75.0,83.0,87.0,86.0,77.0,64.0,69.0,72.0,79.0,88.0,85.0,81.0,67.0,78.0,80.0,88.0,91.0,71.0,86.0,6.0,81.0,81.0,85.0,71.0,76.0,76.0,81.0,67.0,79.0,86.0,64.0
268,86.0,7.0,75.0,84.0,85.0,80.0,87.0,89.0,74.0,77.0,75.0,83.0,87.0,86.0,77.0,64.0,69.0,72.0,79.0,88.0,85.0,81.0,67.0,78.0,80.0,88.0,91.0,71.0,86.0,6.0,81.0,81.0,85.0,71.0,76.0,76.0,81.0,67.0,79.0,86.0,64.0
269,14.0,89.0,36.0,9.0,14.0,32.0,40.0,57.0,63.0,15.0,21.0,29.0,36.0,54.0,56.0,28.0,20.0,21.0,29.0,39.0,45.0,53.0,35.0,36.0,30.0,38.0,58.0,33.0,36.0,81.0,49.0,27.0,36.0,17.0,27.0,13.0,6.0,22.0,32.0,39.0,29.0
270,14.0,89.0,36.0,9.0,14.0,32.0,39.0,56.0,63.0,15.0,20.0,29.0,36.0,53.0,55.0,28.0,20.0,21.0,29.0,39.0,45.0,53.0,35.0,36.0,30.0,38.0,57.0,33.0,36.0,81.0,49.0,27.0,35.0,16.0,27.0,12.0,6.0,22.0,31.0,39.0,29.0
271,13.0,88.0,35.0,9.0,14.0,31.0,39.0,56.0,63.0,15.0,20.0,29.0,35.0,53.0,55.0,28.0,19.0,21.0,29.0,38.0,45.0,52.0,35.0,35.0,30.0,38.0,57.0,33.0,36.0,81.0,49.0,27.0,35.0,16.0,27.0,12.0,5.0,21.0,31.0,39.0,29.0
272,12.0,87.0,34.0,8.0,13.0,30.0,38.0,55.0,61.0,14.0,19.0,28.0,34.0,52.0,54.0,27.0,18.0,20.0,28.0,37.0,44.0,51.0,33.0,34.0,29.0,37.0,56.0,32.0,35.0,80.0,48.0,26.0,34.0,15.0,25.0,11.0,4.0,20.0,30.0,38.0,28.0
273,9.0,85.0,31.0,5.0,10.0,28.0,35.0,52.0,59.0,11.0,16.0,25.0,31.0,49.0,51.0,24.0,16.0,17.0,25.0,34.0,41.0,48.0,31.0,31.0,26.0,34.0,53.0,29.0,32.0,77.0,45.0,23.0,31.0,12.0,23.0,8.0,2.0,18.0,27.0,35.0,25.0
274,12.0,83.0,29.0,7.0,4.0,26.0,33.0,50.0,57.0,9.0,14.0,23.0,29.0,47.0,49.0,22.0,14.0,15.0,23.0,33.0,39.0,47.0,29.0,29.0,24.0,32.0,51.0,27.0,30.0,75.0,43.0,21.0,29.0,10.0,21.0,6.0,4.0,16.0,25.0,33.0,23.0
275,10.0,82.0,28.0,6.0,5.0,24.0,32.0,49.0,56.0,8.0,13.0,22.0,28.0,46.0,48.0,21.0,12.0,14.0,22.0,31.0,38.0,45.0,28.0,28.0,23.0,31.0,50.0,26.0,29.0,74.0,42.0,20.0,28.0,9.0,20.0,5.0,3.0,14.0,24.0,32.0,22.0
276,10.0,80.0,27.0,6.0,7.0,23.0,31.0,47.0,54.0,6.0,11.0,20.0,27.0,45.0,46.0,19.0,11.0,12.0,20.0,30.0,36.0,44.0,26.0,27.0,21.0,29.0,48.0,24.0,27.0,72.0,40.0,18.0,27.0,8.0,18.0,4.0,3.0,13.0,23.0,30.0,20.0
277,10.0,79.0,26.0,7.0,7.0,22.0,30.0,47.0,53.0,5.0,11.0,19.0,26.0,44.0,46.0,19.0,10.0,12.0,20.0,29.0,36.0,43.0,25.0,26.0,21.0,29.0,48.0,24.0,27.0,72.0,40.0,18.0,26.0,7.0,17.0,3.0,4.0,12.0,22.0,30.0,20.0
278,10.0,79.0,26.0,9.0,10.0,22.0,30.0,47.0,53.0,5.0,11.0,19.0,26.0,44.0,46.0,19.0,10.0,12.0,20.0,29.0,36.0,43.0,25.0,26.0,21.0,29.0,48.0,24.0,27.0,72.0,40.0,18.0,26.0,7.0,17.0,3.0,6.0,12.0,22.0,30.0,20.0
279,10.0,78.0,25.0,9.0,10.0,21.0,29.0,46.0,52.0,4.0,10.0,18.0,25.0,43.0,45.0,17.0,9.0,10.0,18.0,28.0,34.0,42.0,24.0,25.0,19.0,27.0,47.0,22.0,25.0,70.0,38.0,16.0,25.0,6.0,16.0,1.0,6.0,11.0,21.0,28.0,18.0
280,12.0,76.0,23.0,11.0,11.0,19.0,27.0,44.0,50.0,6.0,7.0,16.0,23.0,41.0,43.0,15.0,7.0,8.0,16.0,26.0,32.0,40.0,22.0,23.0,17.0,25.0,45.0,20.0,23.0,68.0,36.0,14.0,23.0,4.0,14.0,1.0,8.0,9.0,19.0,26.0,16.0
281,13.0,75.0,22.0,11.0,12.0,18.0,26.0,43.0,49.0,5.0,7.0,15.0,22.0,40.0,42.0,15.0,6.0,8.0,16.0,25.0,32.0,39.0,21.0,22.0,16.0,25.0,44.0,19.0,22.0,68.0,36.0,14.0,22.0,3.0,13.0,3.0,9.0,8.0,18.0,26.0,15.0
282,13.0,74.0,21.0,12.0,13.0,17.0,25.0,42.0,48.0,5.0,6.0,14.0,21.0,39.0,41.0,14.0,5.0,7.0,15.0,24.0,30.0,38.0,20.0,21.0,15.0,24.0,43.0,18.0,21.0,67.0,34.0,13.0,21.0,2.0,12.0,3.0,9.0,7.0,17.0,25.0,14.0
283,15.0,73.0,20.0,14.0,14.0,16.0,23.0,40.0,47.0,7.0,5.0,13.0,20.0,37.0,39.0,12.0,4.0,5.0,13.0,23.0,29.0,37.0,19.0,20.0,14.0,22.0,41.0,17.0,20.0,65.0,33.0,11.0,20.0,0.0,11.0,5.0,11.0,6.0,15.0,23.0,13.0
284,16.0,74.0,19.0,15.0,15.0,15.0,23.0,39.0,45.0,8.0,5.0,13.0,19.0,36.0,38.0,13.0,5.0,4.0,12.0,21.0,27.0,35.0,20.0,21.0,12.0,21.0,40.0,18.0,18.0,66.0,31.0,11.0,18.0,2.0,9.0,6.0,12.0,7.0,15.0,23.0,14.0
285,17.0,74.0,20.0,15.0,16.0,16.0,24.0,38.0,44.0,8.0,5.0,13.0,19.0,35.0,37.0,14.0,5.0,3.0,11.0,20.0,27.0,34.0,20.0,21.0,12.0,20.0,39.0,18.0,18.0,67.0,31.0,12.0,17.0,2.0,8.0,7.0,13.0,6.0,16.0,24.0,14.0
286,18.0,73.0,20.0,16.0,17.0,16.0,24.0,37.0,44.0,9.0,6.0,13.0,18.0,34.0,36.0,13.0,6.0,3.0,10.0,19.0,26.0,33.0,19.0,20.0,11.0,19.0,38.0,17.0,17.0,66.0,30.0,12.0,16.0,3.0,8.0,8.0,14.0,5.0,16.0,24.0,14.0
287,19.0,72.0,20.0,18.0,19.0,16.0,24.0,37.0,43.0,11.0,7.0,13.0,18.0,34.0,36.0,11.0,6.0,2.0,10.0,19.0,26.0,33.0,18.0,18.0,11.0,19.0,38.0,16.0,17.0,64.0,30.0,11.0,16.0,5.0,7.0,9.0,15.0,4.0,16.0,23.0,12.0
288,20.0,72.0,20.0,19.0,19.0,17.0,24.0,38.0,44.0,12.0,8.0,14.0,19.0,35.0,37.0,12.0,7.0,3.0,11.0,20.0,26.0,34.0,18.0,19.0,11.0,19.0,39.0,16.0,17.0,65.0,30.0,12.0,17.0,5.0,8.0,10.0,16.0,4.0,16.0,24.0,12.0
289,22.0,72.0,22.0,20.0,21.0,19.0,26.0,36.0,42.0,13.0,10.0,16.0,17.0,33.0,35.0,12.0,7.0,5.0,9.0,18.0,25.0,32.0,18.0,19.0,10.0,18.0,37.0,16.0,16.0,65.0,29.0,14.0,15.0,7.0,6.0,12.0,18.0,3.0,18.0,26.0,12.0
290,24.0,73.0,25.0,23.0,23.0,21.0,29.0,37.0,43.0,15.0,12.0,18.0,18.0,34.0,36.0,12.0,7.0,8.0,10.0,19.0,26.0,33.0,19.0,19.0,11.0,19.0,38.0,17.0,17.0,65.0,30.0,17.0,16.0,9.0,7.0,14.0,20.0,4.0,21.0,29.0,13.0
291,24.0,74.0,24.0,22.0,23.0,20.0,28.0,35.0,42.0,15.0,11.0,17.0,17.0,32.0,34.0,13.0,8.0,6.0,8.0,18.0,24.0,32.0,20.0,20.0,9.0,17.0,36.0,18.0,15.0,66.0,28.0,15.0,15.0,9.0,6.0,14.0,20.0,5.0,20.0,27.0,14.0
292,25.0,75.0,24.0,23.0,24.0,20.0,28.0,36.0,42.0,16.0,12.0,18.0,17.0,33.0,35.0,15.0,10.0,7.0,9.0,18.0,25.0,32.0,22.0,22.0,10.0,18.0,37.0,20.0,16.0,68.0,29.0,16.0,15.0,10.0,7.0,15.0,20.0,7.0,20.0,28.0,16.0
293,80.0,8.0,69.0,78.0,79.0,74.0,81.0,83.0,68.0,71.0,69.0,77.0,81.0,80.0,71.0,59.0,63.0,67.0,73.0,82.0,80.0,76.0,61.0,73.0,74.0,82.0,85.0,65.0,80.0,0.0,76.0,76.0,79.0,65.0,71.0,70.0,76.0,61.0,73.0,81.0,58.0
294,80.0,7.0,69.0,78.0,79.0,74.0,81.0,83.0,68.0,71.0,69.0,77.0,81.0,80.0,72.0,59.0,63.0,67.0,73.0,83.0,80.0,76.0,61.0,73.0,74.0,82.0,85.0,65.0,80.0,0.0,76.0,76.0,79.0,65.0,71.0,70.0,76.0,61.0,73.0,81.0,58.0
295,80.0,7.0,69.0,79.0,79.0,74.0,81.0,83.0,68.0,72.0,70.0,78.0,82.0,80.0,72.0,59.0,64.0,67.0,73.0,83.0,80.0,76.0,61.0,73.0,74.0,82.0,85.0,65.0,80.0,1.0,76.0,76.0,80.0,66.0,71.0,70.0,76.0,62.0,73.0,81.0,59.0
296,84.0,5.0,72.0,82.0,83.0,78.0,85.0,87.0,72.0,75.0,73.0,81.0,85.0,84.0,75.0,62.0,67.0,70.0,77.0,86.0,83.0,79.0,65.0,76.0,78.0,86.0,89.0,69.0,84.0,4.0,79.0,79.0,83.0,69.0,74.0,74.0,79.0,65.0,77.0,84.0,62.0
297,84.0,3.0,73.0,82.0,83.0,78.0,85.0,87.0,72.0,75.0,73.0,81.0,85.0,84.0,76.0,63.0,67.0,71.0,77.0,86.0,84.0,80.0,65.0,77.0,78.0,86.0,89.0,69.0,84.0,4.0,80.0,80.0,83.0,69.0,75.0,74.0,80.0,65.0,77.0,85.0,62.0
298,84.0,3.0,73.0,83.0,83.0,78.0,85.0,87.0,72.0,76.0,74.0,82.0,86.0,84.0,76.0,63.0,68.0,71.0,77.0,87.0,84.0,80.0,65.0,77.0,78.0,86.0,89.0,69.0,84.0,4.0,80.0,80.0,84.0,69.0,75.0,74.0,80.0,66.0,77.0,85.0,63.0
299,85.0,2.0,74.0,84.0,85.0,80.0,87.0,89.0,74.0,77.0,75.0,83.0,87.0,86.0,77.0,64.0,69.0,72.0,79.0,88.0,85.0,81.0,66.0,78.0,80.0,88.0,91.0,71.0,86.0,6.0,81.0,81.0,85.0,71.0,76.0,76.0,81.0,67.0,79.0,86.0,64.0
300,86.0,1.0,75.0,84.0,85.0,80.0,87.0,89.0,74.0,77.0,75.0,83.0,87.0,86.0,77.0,65.0,69.0,73.0,79.0,88.0,86.0,82.0,67.0,79.0,80.0,88.0,91.0,71.0,86.0,6.0,82.0,82.0,85.0,71.0,77.0,76.0,81.0,67.0,79.0,87.0,64.0
301,87.0,1.0,76.0,85.0,86.0,81.0,88.0,90.0,75.0,78.0,76.0,84.0,88.0,87.0,78.0,66.0,70.0,73.0,80.0,89.0,86.0,83.0,68.0,79.0,81.0,89.0,92.0,72.0,87.0,7.0,83.0,83.0,86.0,72.0,78.0,77.0,82.0,68.0,80.0,88.0,65.0
302,14.0,89.0,35.0,9.0,14.0,32.0,39.0,56.0,63.0,15.0,20.0,29.0,35.0,53.0,55.0,28.0,20.0,21.0,29.0,39.0,45.0,53.0,35.0,35.0,30.0,38.0,57.0,33.0,36.0,81.0,49.0,27.0,35.0,16.0,27.0,12.0,6.0,22.0,31.0,39.0,29.0
303,14.0,89.0,35.0,9.0,14.0,32.0,39.0,56.0,63.0,15.0,20.0,29.0,35.0,53.0,55.0,28.0,20.0,21.0,29.0,39.0,45.0,53.0,35.0,35.0,30.0,38.0,57.0,33.0,36.0,81.0,49.0,27.0,35.0,16.0,27.0,12.0,6.0,22.0,31.0,39.0,29.0
304,13.0,88.0,35.0,9.0,14.0,31.0,39.0,56.0,62.0,15.0,20.0,29.0,35.0,53.0,55.0,28.0,19.0,21.0,29.0,38.0,45.0,52.0,35.0,35.0,30.0,38.0,57.0,33.0,36.0,81.0,49.0,27.0,35.0,16.0,26.0,12.0,5.0,21.0,31.0,39.0,29.0
305,13.0,89.0,35.0,9.0,14.0,31.0,39.0,56.0,63.0,15.0,20.0,29.0,35.0,53.0,55.0,28.0,19.0,21.0,29.0,38.0,45.0,52.0,35.0,35.0,30.0,38.0,57.0,33.0,36.0,81.0,49.0,27.0,35.0,16.0,27.0,12.0,6.0,21.0,31.0,39.0,29.0
306,13.0,84.0,31.0,8.0,3.0,27.0,35.0,51.0,58.0,10.0,15.0,24.0,31.0,48.0,50.0,23.0,15.0,16.0,24.0,34.0,40.0,48.0,30.0,31.0,25.0,33.0,52.0,28.0,31.0,76.0,44.0,22.0,31.0,12.0,22.0,7.0,6.0,17.0,27.0,34.0,24.0
307,13.0,84.0,31.0,9.0,2.0,27.0,35.0,52.0,58.0,10.0,16.0,24.0,31.0,49.0,51.0,24.0,15.0,16.0,25.0,34.0,40.0,48.0,30.0,31.0,25.0,34.0,53.0,28.0,31.0,77.0,44.0,23.0,31.0,12.0,22.0,8.0,6.0,17.0,27.0,34.0,24.0
308,11.0,81.0,28.0,7.0,6.0,24.0,32.0,49.0,55.0,7.0,13.0,21.0,28.0,46.0,48.0,21.0,12.0,13.0,22.0,31.0,37.0,45.0,27.0,28.0,22.0,31.0,50.0,25.0,28.0,74.0,41.0,20.0,28.0,9.0,19.0,5.0,4.0,14.0,24.0,31.0,21.0
