,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
460,27.0,85.0,9.0,26.0,26.0,5.0,13.0,37.0,43.0,19.0,11.0,3.0,12.0,34.0,36.0,24.0,16.0,10.0,12.0,19.0,25.0,33.0,31.0,28.0,16.0,23.0,38.0,29.0,20.0,77.0,29.0,5.0,20.0,13.0,14.0,17.0,23.0,17.0,4.0,12.0,25.0
461,28.0,85.0,10.0,27.0,27.0,6.0,14.0,35.0,41.0,20.0,12.0,1.0,11.0,32.0,34.0,25.0,17.0,11.0,11.0,17.0,24.0,31.0,32.0,26.0,14.0,21.0,36.0,30.0,19.0,78.0,28.0,4.0,18.0,13.0,12.0,18.0,24.0,18.0,6.0,14.0,26.0
462,27.0,85.0,11.0,26.0,27.0,8.0,15.0,34.0,41.0,19.0,12.0,0.0,10.0,31.0,33.0,24.0,16.0,11.0,10.0,17.0,23.0,31.0,31.0,26.0,14.0,20.0,35.0,29.0,18.0,77.0,27.0,3.0,18.0,13.0,12.0,18.0,23.0,17.0,7.0,15.0,25.0
463,23.0,81.0,15.0,22.0,23.0,11.0,19.0,35.0,42.0,15.0,8.0,4.0,11.0,32.0,34.0,20.0,12.0,7.0,11.0,17.0,24.0,31.0,27.0,26.0,14.0,21.0,36.0,25.0,19.0,73.0,28.0,3.0,18.0,9.0,8.0,14.0,19.0,13.0,11.0,18.0,21.0
464,24.0,81.0,14.0,23.0,23.0,10.0,18.0,34.0,41.0,16.0,8.0,3.0,10.0,31.0,33.0,21.0,13.0,7.0,10.0,16.0,23.0,30.0,28.0,25.0,14.0,20.0,35.0,26.0,18.0,74.0,27.0,2.0,18.0,9.0,8.0,14.0,20.0,13.0,10.0,18.0,22.0
465,23.0,80.0,16.0,22.0,22.0,13.0,20.0,36.0,43.0,15.0,7.0,8.0,14.0,33.0,35.0,20.0,12.0,6.0,9.0,19.0,25.0,33.0,27.0,22.0,10.0,18.0,37.0,25.0,16.0,73.0,29.0,6.0,15.0,8.0,4.0,13.0,19.0,12.0,12.0,20.0,21.0
466,24.0,81.0,18.0,23.0,24.0,14.0,22.0,35.0,42.0,16.0,9.0,9.0,16.0,32.0,34.0,21.0,13.0,8.0,8.0,18.0,24.0,32.0,27.0,21.0,9.0,17.0,36.0,26.0,15.0,74.0,28.0,7.0,14.0,10.0,3.0,15.0,20.0,13.0,14.0,21.0,22.0
467,26.0,80.0,19.0,24.0,25.0,15.0,23.0,34.0,41.0,17.0,10.0,10.0,15.0,31.0,33.0,20.0,14.0,9.0,7.0,17.0,23.0,31.0,27.0,20.0,8.0,16.0,35.0,25.0,14.0,73.0,27.0,9.0,13.0,11.0,2.0,16.0,22.0,12.0,15.0,23.0,21.0
468,27.0,80.0,21.0,26.0,27.0,17.0,24.0,28.0,34.0,19.0,13.0,10.0,9.0,25.0,27.0,20.0,15.0,8.0,0.0,10.0,17.0,24.0,26.0,17.0,6.0,13.0,29.0,24.0,11.0,73.0,21.0,8.0,10.0,13.0,5.0,18.0,23.0,11.0,17.0,24.0,20.0
469,27.0,79.0,21.0,25.0,26.0,18.0,24.0,28.0,35.0,18.0,12.0,11.0,9.0,25.0,27.0,19.0,14.0,8.0,2.0,11.0,17.0,25.0,26.0,17.0,5.0,12.0,29.0,24.0,10.0,72.0,21.0,9.0,9.0,12.0,4.0,17.0,22.0,11.0,17.0,25.0,20.0
470,27.0,79.0,22.0,25.0,26.0,19.0,25.0,29.0,36.0,18.0,12.0,12.0,11.0,26.0,28.0,19.0,14.0,8.0,2.0,12.0,18.0,26.0,25.0,16.0,4.0,11.0,30.0,23.0,9.0,72.0,22.0,10.0,8.0,12.0,4.0,17.0,22.0,11.0,18.0,26.0,20.0
471,28.0,81.0,24.0,27.0,28.0,21.0,26.0,30.0,36.0,20.0,14.0,14.0,12.0,27.0,29.0,21.0,16.0,9.0,4.0,12.0,18.0,26.0,27.0,15.0,3.0,10.0,31.0,23.0,8.0,74.0,22.0,12.0,8.0,14.0,6.0,19.0,24.0,13.0,20.0,26.0,22.0
472,28.0,81.0,24.0,27.0,27.0,20.0,25.0,29.0,36.0,20.0,14.0,13.0,12.0,26.0,28.0,20.0,16.0,9.0,4.0,12.0,18.0,26.0,26.0,15.0,3.0,10.0,30.0,23.0,8.0,73.0,22.0,12.0,7.0,14.0,5.0,18.0,24.0,12.0,20.0,26.0,21.0
473,28.0,81.0,25.0,27.0,27.0,21.0,25.0,28.0,35.0,20.0,14.0,14.0,13.0,25.0,27.0,20.0,16.0,9.0,7.0,12.0,17.0,24.0,24.0,12.0,1.0,9.0,29.0,20.0,7.0,73.0,21.0,13.0,6.0,13.0,5.0,18.0,24.0,12.0,21.0,26.0,21.0
474,29.0,81.0,25.0,27.0,28.0,21.0,25.0,28.0,34.0,20.0,14.0,14.0,13.0,25.0,27.0,21.0,16.0,10.0,7.0,12.0,17.0,24.0,23.0,12.0,0.0,9.0,29.0,20.0,6.0,74.0,21.0,13.0,6.0,14.0,6.0,19.0,24.0,13.0,21.0,26.0,22.0
475,30.0,83.0,26.0,29.0,30.0,22.0,26.0,29.0,35.0,22.0,16.0,15.0,14.0,26.0,27.0,22.0,18.0,11.0,7.0,12.0,17.0,25.0,23.0,11.0,2.0,9.0,29.0,19.0,7.0,75.0,21.0,13.0,6.0,16.0,8.0,20.0,26.0,14.0,22.0,26.0,23.0
476,31.0,83.0,26.0,29.0,30.0,22.0,26.0,29.0,35.0,22.0,16.0,15.0,14.0,26.0,28.0,23.0,18.0,12.0,7.0,12.0,18.0,25.0,23.0,12.0,2.0,9.0,30.0,19.0,7.0,76.0,22.0,14.0,7.0,16.0,8.0,21.0,26.0,15.0,22.0,26.0,24.0
477,34.0,76.0,0.0,33.0,33.0,5.0,12.0,37.0,43.0,26.0,18.0,11.0,21.0,34.0,36.0,31.0,23.0,17.0,21.0,26.0,26.0,33.0,38.0,36.0,25.0,29.0,38.0,36.0,29.0,69.0,30.0,14.0,29.0,19.0,21.0,24.0,30.0,24.0,4.0,12.0,32.0
478,35.0,85.0,9.0,33.0,34.0,6.0,5.0,30.0,36.0,26.0,19.0,12.0,21.0,27.0,29.0,31.0,23.0,18.0,21.0,19.0,19.0,26.0,38.0,37.0,25.0,22.0,31.0,36.0,28.0,77.0,23.0,14.0,25.0,20.0,21.0,25.0,30.0,24.0,5.0,5.0,32.0
479,35.0,85.0,9.0,33.0,34.0,6.0,5.0,30.0,36.0,26.0,19.0,12.0,21.0,27.0,29.0,31.0,23.0,18.0,21.0,19.0,19.0,26.0,38.0,37.0,25.0,22.0,31.0,36.0,28.0,77.0,23.0,14.0,25.0,20.0,21.0,25.0,30.0,24.0,5.0,5.0,32.0
480,32.0,82.0,6.0,30.0,31.0,3.0,6.0,31.0,37.0,23.0,16.0,9.0,19.0,28.0,30.0,29.0,20.0,15.0,19.0,20.0,20.0,27.0,35.0,34.0,23.0,23.0,32.0,34.0,27.0,75.0,24.0,12.0,26.0,17.0,18.0,22.0,28.0,21.0,2.0,6.0,30.0
481,31.0,82.0,6.0,30.0,31.0,3.0,7.0,31.0,38.0,23.0,16.0,9.0,18.0,28.0,30.0,28.0,20.0,15.0,18.0,20.0,20.0,28.0,35.0,34.0,22.0,24.0,32.0,33.0,26.0,74.0,24.0,11.0,26.0,17.0,18.0,22.0,27.0,21.0,2.0,6.0,29.0
482,31.0,82.0,6.0,29.0,30.0,1.0,10.0,35.0,41.0,22.0,15.0,8.0,18.0,32.0,34.0,28.0,19.0,14.0,18.0,24.0,23.0,31.0,34.0,33.0,22.0,27.0,36.0,33.0,26.0,75.0,27.0,11.0,25.0,16.0,17.0,21.0,27.0,20.0,2.0,10.0,29.0
483,30.0,82.0,5.0,29.0,30.0,0.0,9.0,34.0,41.0,22.0,15.0,8.0,17.0,31.0,33.0,27.0,19.0,14.0,17.0,23.0,23.0,30.0,34.0,33.0,21.0,26.0,35.0,32.0,25.0,74.0,27.0,10.0,25.0,16.0,17.0,21.0,26.0,20.0,1.0,9.0,28.0
484,31.0,82.0,6.0,30.0,30.0,1.0,10.0,35.0,41.0,23.0,15.0,9.0,18.0,32.0,34.0,28.0,20.0,14.0,18.0,24.0,24.0,31.0,35.0,34.0,22.0,27.0,36.0,33.0,26.0,74.0,27.0,10.0,25.0,16.0,17.0,21.0,26.0,20.0,2.0,9.0,28.0
485,28.0,86.0,10.0,27.0,28.0,6.0,14.0,36.0,43.0,20.0,12.0,3.0,12.0,33.0,35.0,25.0,17.0,12.0,12.0,19.0,25.0,33.0,32.0,28.0,16.0,22.0,37.0,30.0,20.0,78.0,29.0,5.0,20.0,14.0,14.0,18.0,24.0,18.0,6.0,13.0,26.0
486,28.0,86.0,10.0,27.0,27.0,6.0,14.0,36.0,42.0,20.0,12.0,2.0,11.0,33.0,35.0,25.0,17.0,12.0,11.0,18.0,24.0,32.0,32.0,27.0,15.0,22.0,37.0,30.0,20.0,78.0,28.0,4.0,19.0,14.0,13.0,18.0,24.0,18.0,6.0,13.0,26.0
487,28.0,85.0,11.0,26.0,27.0,7.0,14.0,35.0,41.0,19.0,12.0,1.0,10.0,32.0,34.0,25.0,16.0,11.0,10.0,17.0,23.0,31.0,31.0,26.0,14.0,21.0,36.0,29.0,19.0,78.0,27.0,3.0,18.0,13.0,12.0,18.0,24.0,17.0,6.0,14.0,25.0
488,25.0,82.0,16.0,23.0,24.0,12.0,20.0,36.0,43.0,16.0,9.0,6.0,12.0,33.0,35.0,22.0,13.0,8.0,12.0,19.0,25.0,33.0,28.0,27.0,15.0,22.0,37.0,26.0,20.0,75.0,29.0,4.0,20.0,10.0,9.0,15.0,20.0,14.0,12.0,20.0,22.0
489,25.0,82.0,14.0,23.0,24.0,10.0,18.0,34.0,40.0,16.0,9.0,3.0,9.0,31.0,32.0,22.0,13.0,8.0,9.0,16.0,22.0,30.0,28.0,25.0,13.0,20.0,35.0,26.0,17.0,75.0,26.0,1.0,17.0,10.0,9.0,15.0,20.0,14.0,10.0,17.0,22.0
490,24.0,82.0,15.0,23.0,24.0,11.0,18.0,34.0,41.0,16.0,9.0,4.0,10.0,31.0,33.0,21.0,13.0,8.0,10.0,17.0,23.0,31.0,28.0,26.0,14.0,20.0,35.0,26.0,18.0,74.0,27.0,2.0,18.0,10.0,9.0,15.0,20.0,14.0,10.0,18.0,22.0
491,24.0,81.0,17.0,22.0,23.0,13.0,21.0,37.0,43.0,15.0,8.0,8.0,15.0,34.0,36.0,21.0,12.0,7.0,10.0,19.0,25.0,33.0,27.0,22.0,10.0,19.0,38.0,25.0,16.0,74.0,29.0,7.0,16.0,9.0,5.0,14.0,19.0,13.0,13.0,21.0,21.0
492,25.0,82.0,18.0,23.0,24.0,14.0,22.0,36.0,43.0,16.0,9.0,9.0,16.0,33.0,35.0,21.0,13.0,8.0,9.0,18.0,25.0,32.0,28.0,22.0,10.0,18.0,37.0,26.0,16.0,74.0,29.0,8.0,15.0,10.0,4.0,15.0,20.0,14.0,14.0,22.0,22.0
493,30.0,83.0,21.0,28.0,29.0,17.0,24.0,28.0,34.0,21.0,16.0,10.0,9.0,25.0,27.0,22.0,17.0,11.0,3.0,10.0,16.0,24.0,29.0,19.0,7.0,14.0,29.0,27.0,11.0,75.0,20.0,8.0,11.0,15.0,7.0,20.0,26.0,14.0,16.0,24.0,23.0
494,28.0,81.0,20.0,26.0,27.0,16.0,23.0,27.0,34.0,19.0,14.0,9.0,8.0,24.0,26.0,20.0,16.0,9.0,1.0,9.0,16.0,23.0,27.0,18.0,6.0,13.0,28.0,25.0,11.0,73.0,20.0,8.0,10.0,13.0,5.0,18.0,24.0,12.0,16.0,23.0,21.0
495,28.0,80.0,20.0,26.0,27.0,17.0,23.0,27.0,34.0,19.0,13.0,10.0,8.0,24.0,26.0,20.0,15.0,9.0,1.0,10.0,16.0,24.0,26.0,18.0,6.0,13.0,28.0,25.0,11.0,73.0,20.0,8.0,10.0,13.0,5.0,18.0,23.0,12.0,16.0,24.0,21.0
496,29.0,82.0,22.0,28.0,28.0,18.0,24.0,28.0,34.0,21.0,15.0,11.0,10.0,25.0,27.0,21.0,17.0,10.0,4.0,10.0,17.0,24.0,28.0,18.0,6.0,12.0,29.0,25.0,10.0,74.0,21.0,10.0,10.0,14.0,6.0,19.0,25.0,13.0,18.0,24.0,22.0
497,27.0,80.0,23.0,26.0,27.0,20.0,25.0,29.0,36.0,19.0,13.0,13.0,11.0,26.0,28.0,20.0,15.0,8.0,3.0,11.0,18.0,25.0,26.0,15.0,3.0,10.0,30.0,22.0,8.0,73.0,22.0,11.0,7.0,13.0,5.0,18.0,23.0,12.0,19.0,25.0,21.0
498,28.0,81.0,24.0,27.0,28.0,20.0,24.0,28.0,35.0,20.0,14.0,13.0,12.0,25.0,27.0,21.0,16.0,9.0,4.0,10.0,17.0,24.0,25.0,14.0,2.0,9.0,29.0,21.0,7.0,74.0,21.0,12.0,6.0,14.0,6.0,19.0,24.0,13.0,20.0,24.0,22.0
499,29.0,82.0,24.0,28.0,28.0,20.0,24.0,28.0,34.0,21.0,15.0,13.0,12.0,25.0,27.0,22.0,17.0,10.0,5.0,10.0,16.0,24.0,24.0,13.0,1.0,8.0,29.0,21.0,6.0,75.0,20.0,11.0,5.0,15.0,7.0,19.0,25.0,13.0,20.0,24.0,22.0
500,29.0,82.0,24.0,28.0,29.0,20.0,24.0,27.0,33.0,21.0,15.0,13.0,12.0,24.0,26.0,22.0,17.0,10.0,6.0,11.0,16.0,23.0,24.0,13.0,1.0,7.0,28.0,20.0,5.0,75.0,20.0,12.0,5.0,15.0,7.0,20.0,25.0,14.0,20.0,25.0,23.0
501,30.0,83.0,25.0,29.0,29.0,21.0,25.0,28.0,34.0,22.0,16.0,14.0,13.0,25.0,27.0,22.0,18.0,11.0,7.0,11.0,16.0,24.0,25.0,13.0,2.0,8.0,29.0,21.0,6.0,75.0,20.0,13.0,5.0,16.0,7.0,20.0,26.0,14.0,21.0,25.0,23.0
502,31.0,84.0,26.0,29.0,30.0,22.0,25.0,28.0,34.0,22.0,17.0,15.0,14.0,25.0,27.0,23.0,18.0,12.0,7.0,12.0,17.0,24.0,25.0,14.0,2.0,8.0,29.0,22.0,5.0,76.0,21.0,13.0,6.0,16.0,8.0,21.0,27.0,15.0,22.0,26.0,24.0
503,34.0,85.0,9.0,33.0,34.0,6.0,5.0,30.0,36.0,26.0,18.0,12.0,21.0,27.0,29.0,31.0,23.0,18.0,21.0,19.0,19.0,26.0,38.0,37.0,25.0,22.0,31.0,36.0,28.0,77.0,23.0,14.0,25.0,20.0,21.0,25.0,30.0,24.0,4.0,5.0,32.0
504,34.0,84.0,8.0,32.0,33.0,5.0,5.0,29.0,36.0,25.0,18.0,11.0,21.0,26.0,28.0,31.0,22.0,17.0,21.0,18.0,18.0,26.0,38.0,36.0,25.0,22.0,30.0,36.0,28.0,77.0,22.0,14.0,24.0,19.0,20.0,24.0,30.0,23.0,4.0,4.0,32.0
505,33.0,83.0,7.0,31.0,32.0,4.0,5.0,30.0,36.0,24.0,17.0,10.0,20.0,27.0,29.0,30.0,21.0,16.0,20.0,19.0,19.0,26.0,36.0,35.0,23.0,22.0,31.0,34.0,28.0,76.0,23.0,13.0,25.0,18.0,19.0,23.0,28.0,22.0,3.0,5.0,30.0
506,31.0,83.0,6.0,30.0,31.0,2.0,10.0,35.0,42.0,23.0,15.0,9.0,18.0,32.0,34.0,28.0,20.0,15.0,18.0,24.0,24.0,31.0,35.0,34.0,22.0,27.0,36.0,33.0,26.0,75.0,28.0,11.0,26.0,17.0,18.0,21.0,27.0,21.0,2.0,10.0,29.0
507,31.0,83.0,6.0,30.0,31.0,1.0,10.0,35.0,41.0,23.0,15.0,9.0,18.0,32.0,34.0,28.0,20.0,15.0,18.0,24.0,24.0,31.0,35.0,34.0,22.0,27.0,36.0,33.0,26.0,75.0,28.0,11.0,26.0,17.0,18.0,21.0,27.0,21.0,2.0,10.0,29.0
508,32.0,83.0,7.0,30.0,31.0,2.0,11.0,36.0,42.0,23.0,16.0,9.0,19.0,33.0,35.0,29.0,20.0,15.0,19.0,25.0,24.0,32.0,36.0,34.0,23.0,28.0,37.0,34.0,27.0,76.0,28.0,12.0,26.0,17.0,18.0,22.0,28.0,21.0,3.0,11.0,30.0
509,31.0,82.0,6.0,30.0,30.0,1.0,10.0,35.0,41.0,23.0,15.0,9.0,18.0,32.0,34.0,28.0,20.0,14.0,18.0,24.0,24.0,31.0,35.0,34.0,22.0,27.0,36.0,33.0,26.0,76.0,29.0,12.0,26.0,17.0,19.0,22.0,28.0,21.0,3.0,11.0,30.0
510,28.0,86.0,10.0,27.0,28.0,6.0,14.0,36.0,43.0,20.0,12.0,3.0,12.0,33.0,35.0,25.0,17.0,12.0,12.0,19.0,25.0,33.0,32.0,28.0,16.0,22.0,37.0,30.0,20.0,78.0,29.0,5.0,20.0,14.0,14.0,18.0,24.0,18.0,6.0,13.0,26.0
511,27.0,85.0,13.0,26.0,26.0,9.0,17.0,34.0,40.0,19.0,11.0,2.0,10.0,31.0,33.0,24.0,16.0,11.0,9.0,16.0,23.0,30.0,31.0,25.0,13.0,20.0,35.0,29.0,18.0,77.0,27.0,3.0,17.0,13.0,12.0,17.0,23.0,17.0,9.0,17.0,25.0
512,27.0,84.0,13.0,25.0,26.0,9.0,17.0,33.0,40.0,18.0,11.0,2.0,9.0,30.0,32.0,24.0,15.0,10.0,9.0,16.0,22.0,30.0,30.0,25.0,13.0,19.0,34.0,29.0,17.0,77.0,26.0,2.0,17.0,12.0,11.0,17.0,23.0,16.0,9.0,16.0,25.0
513,26.0,83.0,12.0,25.0,25.0,8.0,16.0,33.0,40.0,18.0,10.0,1.0,9.0,30.0,32.0,23.0,15.0,9.0,9.0,16.0,22.0,30.0,30.0,25.0,13.0,19.0,34.0,28.0,17.0,76.0,26.0,2.0,17.0,11.0,10.0,16.0,22.0,15.0,8.0,16.0,24.0
514,26.0,83.0,14.0,24.0,25.0,10.0,18.0,33.0,39.0,17.0,10.0,3.0,9.0,30.0,32.0,23.0,14.0,9.0,8.0,15.0,21.0,29.0,29.0,24.0,12.0,19.0,34.0,27.0,17.0,76.0,25.0,0.0,16.0,11.0,10.0,16.0,21.0,15.0,10.0,17.0,23.0
515,30.0,85.0,17.0,28.0,29.0,13.0,21.0,29.0,36.0,21.0,14.0,6.0,6.0,26.0,28.0,24.0,18.0,13.0,5.0,11.0,18.0,25.0,31.0,20.0,9.0,15.0,30.0,28.0,13.0,77.0,22.0,4.0,12.0,15.0,9.0,20.0,25.0,16.0,13.0,20.0,25.0
516,25.0,82.0,18.0,23.0,24.0,14.0,22.0,38.0,44.0,16.0,9.0,9.0,16.0,35.0,37.0,21.0,13.0,8.0,11.0,20.0,26.0,34.0,28.0,23.0,11.0,20.0,39.0,26.0,17.0,74.0,30.0,8.0,17.0,10.0,6.0,15.0,20.0,14.0,14.0,22.0,22.0
517,31.0,84.0,18.0,29.0,30.0,14.0,22.0,28.0,34.0,22.0,15.0,7.0,7.0,25.0,27.0,23.0,18.0,12.0,4.0,10.0,17.0,24.0,30.0,19.0,8.0,14.0,29.0,27.0,12.0,76.0,21.0,5.0,11.0,16.0,8.0,21.0,27.0,15.0,14.0,21.0,24.0
518,30.0,83.0,18.0,28.0,29.0,15.0,22.0,27.0,34.0,21.0,15.0,7.0,7.0,24.0,26.0,22.0,17.0,11.0,3.0,9.0,16.0,23.0,29.0,18.0,7.0,13.0,28.0,26.0,11.0,75.0,20.0,6.0,10.0,15.0,7.0,20.0,26.0,14.0,14.0,22.0,23.0
519,29.0,82.0,19.0,27.0,28.0,15.0,22.0,26.0,33.0,20.0,15.0,8.0,7.0,23.0,25.0,21.0,16.0,10.0,2.0,8.0,15.0,22.0,28.0,18.0,6.0,12.0,27.0,25.0,10.0,74.0,19.0,7.0,10.0,14.0,6.0,19.0,25.0,13.0,15.0,22.0,22.0
520,29.0,82.0,20.0,28.0,29.0,16.0,22.0,26.0,33.0,21.0,15.0,9.0,8.0,23.0,25.0,22.0,17.0,10.0,2.0,8.0,15.0,22.0,28.0,17.0,6.0,12.0,27.0,25.0,10.0,75.0,19.0,8.0,9.0,15.0,7.0,20.0,25.0,14.0,16.0,22.0,23.0
521,30.0,83.0,22.0,28.0,29.0,18.0,23.0,27.0,34.0,21.0,16.0,11.0,10.0,24.0,26.0,22.0,17.0,11.0,4.0,9.0,16.0,23.0,28.0,17.0,5.0,12.0,28.0,25.0,9.0,75.0,20.0,9.0,9.0,15.0,7.0,20.0,26.0,14.0,17.0,23.0,23.0
522,31.0,84.0,22.0,30.0,31.0,18.0,22.0,26.0,33.0,23.0,17.0,11.0,10.0,23.0,25.0,24.0,19.0,12.0,5.0,9.0,15.0,23.0,27.0,16.0,4.0,10.0,27.0,23.0,8.0,77.0,19.0,10.0,8.0,17.0,9.0,22.0,27.0,16.0,18.0,23.0,25.0
523,30.0,83.0,22.0,29.0,29.0,19.0,23.0,27.0,33.0,22.0,16.0,12.0,11.0,24.0,26.0,22.0,18.0,11.0,5.0,9.0,15.0,23.0,26.0,14.0,2.0,9.0,28.0,22.0,7.0,75.0,19.0,10.0,6.0,15.0,7.0,20.0,26.0,14.0,18.0,23.0,23.0
524,30.0,82.0,23.0,28.0,29.0,19.0,23.0,27.0,34.0,21.0,15.0,12.0,11.0,24.0,26.0,22.0,17.0,10.0,5.0,9.0,16.0,23.0,25.0,14.0,2.0,8.0,28.0,21.0,6.0,75.0,20.0,11.0,6.0,15.0,7.0,20.0,25.0,14.0,19.0,23.0,23.0
525,31.0,83.0,24.0,29.0,30.0,20.0,25.0,28.0,35.0,22.0,16.0,13.0,12.0,25.0,27.0,23.0,18.0,12.0,6.0,11.0,17.0,25.0,26.0,14.0,3.0,9.0,29.0,22.0,7.0,76.0,21.0,12.0,6.0,16.0,8.0,21.0,26.0,15.0,20.0,25.0,24.0
526,30.0,83.0,25.0,29.0,30.0,21.0,24.0,26.0,33.0,22.0,16.0,14.0,13.0,23.0,25.0,23.0,18.0,11.0,7.0,11.0,15.0,22.0,25.0,14.0,2.0,7.0,27.0,21.0,4.0,76.0,19.0,12.0,4.0,16.0,8.0,21.0,26.0,14.0,21.0,24.0,23.0
527,31.0,84.0,26.0,30.0,31.0,22.0,24.0,27.0,33.0,23.0,17.0,15.0,14.0,24.0,26.0,24.0,19.0,12.0,8.0,12.0,15.0,23.0,26.0,15.0,3.0,7.0,28.0,22.0,4.0,77.0,19.0,13.0,5.0,17.0,9.0,22.0,27.0,15.0,22.0,25.0,24.0
528,34.0,85.0,8.0,33.0,33.0,5.0,4.0,29.0,35.0,26.0,18.0,12.0,21.0,26.0,27.0,31.0,23.0,18.0,21.0,18.0,17.0,25.0,38.0,37.0,25.0,21.0,29.0,36.0,27.0,77.0,21.0,14.0,24.0,20.0,21.0,24.0,30.0,24.0,4.0,4.0,32.0
529,34.0,85.0,8.0,33.0,34.0,6.0,4.0,28.0,35.0,26.0,18.0,12.0,21.0,25.0,27.0,31.0,23.0,18.0,21.0,17.0,17.0,25.0,38.0,37.0,25.0,21.0,29.0,36.0,27.0,77.0,21.0,14.0,23.0,20.0,21.0,24.0,30.0,24.0,4.0,3.0,32.0
530,33.0,84.0,7.0,32.0,32.0,4.0,5.0,30.0,36.0,25.0,17.0,11.0,20.0,27.0,29.0,30.0,22.0,16.0,20.0,19.0,18.0,26.0,37.0,36.0,24.0,22.0,31.0,35.0,28.0,76.0,22.0,13.0,25.0,19.0,20.0,23.0,29.0,23.0,3.0,5.0,31.0
531,33.0,83.0,7.0,31.0,32.0,4.0,5.0,30.0,37.0,24.0,17.0,10.0,20.0,27.0,29.0,30.0,21.0,16.0,19.0,19.0,19.0,26.0,36.0,35.0,23.0,22.0,31.0,34.0,28.0,75.0,23.0,12.0,25.0,18.0,19.0,23.0,28.0,22.0,3.0,5.0,30.0
532,32.0,84.0,7.0,31.0,32.0,2.0,11.0,36.0,43.0,24.0,16.0,10.0,19.0,33.0,35.0,29.0,21.0,16.0,19.0,25.0,25.0,32.0,36.0,35.0,23.0,28.0,37.0,34.0,27.0,76.0,29.0,12.0,27.0,18.0,19.0,22.0,28.0,22.0,3.0,11.0,30.0
533,32.0,84.0,7.0,31.0,32.0,2.0,11.0,36.0,42.0,24.0,16.0,10.0,19.0,33.0,35.0,29.0,21.0,16.0,19.0,25.0,25.0,32.0,36.0,35.0,23.0,28.0,37.0,34.0,27.0,76.0,29.0,12.0,27.0,18.0,19.0,22.0,28.0,22.0,3.0,11.0,30.0
534,32.0,83.0,7.0,31.0,31.0,2.0,11.0,36.0,42.0,24.0,16.0,10.0,19.0,33.0,35.0,29.0,21.0,16.0,19.0,25.0,25.0,32.0,36.0,35.0,23.0,28.0,37.0,34.0,27.0,76.0,29.0,12.0,27.0,18.0,19.0,22.0,28.0,22.0,3.0,11.0,30.0
535,27.0,85.0,13.0,26.0,26.0,9.0,17.0,34.0,40.0,19.0,11.0,2.0,10.0,31.0,33.0,24.0,16.0,10.0,9.0,16.0,22.0,30.0,31.0,25.0,13.0,20.0,35.0,29.0,18.0,77.0,26.0,3.0,17.0,13.0,12.0,17.0,23.0,17.0,9.0,17.0,25.0
536,27.0,85.0,13.0,26.0,26.0,9.0,17.0,34.0,40.0,19.0,11.0,2.0,10.0,31.0,33.0,24.0,16.0,10.0,9.0,16.0,22.0,30.0,31.0,25.0,13.0,20.0,35.0,29.0,18.0,77.0,26.0,3.0,17.0,13.0,12.0,17.0,23.0,17.0,9.0,17.0,25.0
537,27.0,84.0,13.0,26.0,26.0,9.0,17.0,33.0,39.0,19.0,11.0,2.0,9.0,30.0,32.0,24.0,16.0,10.0,8.0,15.0,22.0,29.0,31.0,24.0,12.0,19.0,34.0,29.0,17.0,77.0,26.0,2.0,16.0,12.0,11.0,17.0,23.0,16.0,9.0,16.0,25.0
538,27.0,84.0,14.0,25.0,26.0,10.0,18.0,32.0,38.0,18.0,11.0,3.0,8.0,29.0,31.0,24.0,16.0,10.0,8.0,14.0,21.0,28.0,30.0,23.0,11.0,18.0,33.0,29.0,16.0,77.0,25.0,1.0,15.0,12.0,11.0,17.0,23.0,16.0,10.0,17.0,25.0
539,28.0,85.0,15.0,26.0,27.0,11.0,18.0,31.0,37.0,19.0,12.0,4.0,6.0,28.0,30.0,24.0,16.0,11.0,6.0,13.0,19.0,27.0,31.0,22.0,10.0,17.0,32.0,29.0,15.0,77.0,23.0,2.0,14.0,13.0,11.0,18.0,23.0,17.0,10.0,18.0,25.0
540,29.0,85.0,16.0,27.0,28.0,12.0,20.0,29.0,36.0,20.0,13.0,5.0,5.0,26.0,28.0,24.0,17.0,12.0,5.0,12.0,18.0,26.0,31.0,21.0,9.0,15.0,30.0,28.0,13.0,77.0,22.0,3.0,13.0,14.0,9.0,19.0,25.0,16.0,12.0,19.0,25.0
541,30.0,84.0,17.0,28.0,29.0,13.0,21.0,28.0,35.0,21.0,14.0,6.0,6.0,25.0,27.0,23.0,18.0,12.0,4.0,11.0,17.0,25.0,30.0,20.0,8.0,14.0,29.0,27.0,12.0,76.0,21.0,4.0,12.0,15.0,8.0,20.0,26.0,15.0,13.0,20.0,24.0
542,32.0,84.0,19.0,30.0,31.0,15.0,23.0,29.0,35.0,23.0,16.0,8.0,5.0,26.0,28.0,24.0,19.0,13.0,5.0,11.0,18.0,25.0,31.0,20.0,8.0,15.0,30.0,28.0,13.0,77.0,22.0,7.0,12.0,17.0,9.0,22.0,27.0,16.0,15.0,23.0,25.0
